"Keyword","Avg. Search Volume (Last Known Values)","Avg. Search Volume (Last 12 months)","Avg. Search Volume (Last 6 months)","Avg. Search Volume (Last 3 months)","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"рак гороскоп на 2023",10,10,10,10,"Anywhere","",,"",-67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,10,10,10,30,50,70,260,590,2400,3600,1300,1300,880,720,480,480,390,320,260,170,170,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,10,0
"рак гороскоп на 2023 год",10,10,10,,"Anywhere","",,"",-100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,10,10,30,40,70,140,170,480,720,1600,1000,390,390,260,170,110,480,210,90,70,90,50,30,10,10,10,10,10,10,0,10,10,0,10,0,0,10,10,0,0,0,10,0,0,0,0
"рак гороскоп на завтра",3600,3600,3400,3600,"Anywhere","",0,"",-13,"","","","","","","","","","","","","","2400","2400","2900","2400","2400","2900","2400","2400","2900","3600","3600","4400","4400","3600","4400","3600","3600","3600","3600","4400","5400","5400","6600","6600","6600","","","5400","5400","5400","5400","5400","5400","6600","6600","6600","6600","6600","6600","6600","6600","6600","6600","5400","6600","","","","6600","6600","6600","4400","5400","5400","5400","4400","5400","5400","5400","5400","5400","4400","5400","5400","5400","5400","5400","5400","4400","5400","5400","",4400,4400,4400,4400,4400,4400,4400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400,4400,5400,5400,5400,5400,4400,4400,4400,4400,3600,3600,4400,4400,4400,4400,3600,4400,3600,3600,3600,3600,2900,3600,3600,3600,3600
"рак гороскоп на неделю",480,490,480,480,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,590,720,720,720,720,720,720,880,1000,880,1000,880,880,880,720,880,880,720,880,880,880,720,720,880,720,720,720,720,590,720,590,720,590,480,480,480,590,480,480,480,480,480,480,480,480,480
"рак гороскоп на сегодня",11300,11300,10600,9900,"Anywhere","3.14",0,"",-24,"","","","","","","","","","","5400","5400","5400","5400","5400","5400","5400","5400","4400","4400","5400","6600","6600","6600","6600","6600","6600","6600","6600","6600","6600","8100","8100","8100","8100","9900","9900","9900","8100","8100","8100","9900","9900","9900","8100","8100","8100","8100","8100","8100","8100","9900","8100","9900","9900","9900","9900","9900","12100","12100","12100","12100","12100","12100","8100","9900","9900","9900","9900","9900","12100","12100","12100","12100","9900","12100","12100","12100","12100","12100","12100","12100","12100","12100","",12100,9900,9900,12100,12100,12100,12100,12100,12100,12100,12100,12100,14800,12100,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,12100,12100,14800,14800,14800,12100,12100,12100,12100,12100,12100,12100,9900,12100,9900,9900,9900
"рак гороскоп сегодня",380,380,420,420,"Anywhere","",0,"",15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260","260","260","260","390","390","390","480","720","590","720","720","720","720","720","480","480","480","480","590","720","720","","","","","","","","","","","","","","","","","","","","","","",390,390,320,390,480,480,390,390,390,320,390,480,720,720,1000,880,880,720,720,880,720,590,590,590,590,590,590,590,590,480,480,390,390,390,390,390,320,320,480,320,320,320,390,390,480,480,390,390
"рак гороскоп характеристика",170,160,150,150,"Anywhere","",1,"",-49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","720","720","590","480","720","720","720","720","390","480","480","590","720","880","720","880","1000","1000","1000","880","720","","","","","","","","","","","","","","","","","","","","","","",1300,1000,880,880,720,1300,1000,720,720,880,880,880,880,880,880,720,720,880,720,590,590,590,590,590,590,390,480,390,390,480,480,390,260,390,320,260,260,210,170,170,170,210,170,140,140,140,210,110
"рак дева совместимость",270,260,230,210,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,480,590,590,480,590,590,590,590,480,480,590,590,480,480,390,390,480,480,480,390,480,390,480,390,390,390,390,390,480,480,390,390,390,390,390,320,320,320,320,260,320,260,210,210,210,210
"рак день рождения",470,470,380,320,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,480,590,720,880,1300,1000,480,480,720,590,590,590,590,590,590,880,1300,880,480,480,480,480,480,590,590,590,590,880,1300,880,480,480,480,480,480,480,390,480,480,590,1000,720,320,320,320,320,320
"рак женщина совместимость",90,80,70,60,"Anywhere","",1,"",-68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,390,390,480,320,390,390,320,320,260,260,320,170,210,260,260,260,260,210,210,260,320,260,260,210,210,210,260,210,210,260,210,210,170,170,170,110,90,110,110,90,110,90,70,50,70,70
"рак зз даты",290,260,190,170,"Anywhere","",0,"",-65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",320,260,480,390,590,590,480,260,320,590,590,480,480,390,390,590,590,720,590,390,390,480,390,390,390,480,590,480,720,1000,720,590,390,390,590,480,590,390,390,320,320,390,320,170,140,170,170,170
"рак знак",1200,1200,1000,1000,"Anywhere","",1,"",-26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720","1300","1000","880","880","1000","1000","1000","1300","1300","1000","880","880","1300","1600","1300","1000","1300","1300","1600","1600","1600","","","","","","","","","","","","","","","","","","","","","","",1600,1300,1300,1300,1300,1900,1600,1300,1000,1300,1300,1300,1300,1300,1300,1300,1300,1600,1600,1300,1000,1300,1300,1300,1300,1600,1600,1600,1300,1600,1900,1300,1300,1300,1300,1600,1600,1300,1300,1000,1300,1900,1600,1000,880,1000,1000,1000
"рак знак зодиака",46200,44900,40100,35500,"Anywhere","1.01",0,"",-28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18100","22200","22200","14800","12100","14800","18100","18100","18100","14800","18100","14800","18100","27100","27100","22200","18100","22200","22200","22200","27100","22200","22200","27100","27100","40500","40500","27100","33100","49500","60500","60500","74000","60500","90500","74000","74000","110000","90500","74000","60500","60500","74000","",74000,49500,60500,60500,60500,90500,74000,60500,49500,60500,49500,49500,60500,49500,49500,49500,49500,74000,74000,49500,49500,49500,49500,60500,60500,60500,60500,49500,60500,90500,74000,49500,49500,49500,49500,49500,60500,40500,49500,40500,49500,74000,60500,40500,33100,40500,33100,33100
"рак знак зодиака даты",2900,2800,2400,1900,"Anywhere","1.01",0,"",-51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1600,1300,1900,1900,5400,12100,8100,3600,3600,6600,5400,2900,3600,2900,3600,4400,5400,8100,5400,2900,2900,2900,2400,2900,2900,2900,3600,3600,3600,8100,6600,3600,4400,3600,3600,3600,3600,2900,2900,2900,2900,5400,4400,2400,1900,1900,1900,1900
"рак знак зодиака женщина",840,820,760,720,"Anywhere","0.02",1,"",-28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1600,1300,1600,1600,1900,2400,1900,1600,1300,1600,1600,1600,1600,1300,1600,1300,1300,1600,1600,1000,1000,1000,1300,1000,1300,1000,1000,1000,1000,1600,1600,1000,1000,1000,1000,1000,1000,880,880,880,880,1000,1000,720,720,720,720,720
"рак знак зодиака месяц",50,50,30,20,"Anywhere","",0,"",-81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,390,390,390,1000,880,480,390,720,880,720,320,320,260,320,390,390,260,140,110,140,110,140,140,140,110,110,140,170,210,210,140,170,140,110,90,90,70,70,70,70,90,70,40,30,20,30,20
"рак знак зодиака мужчина",1300,1200,1200,1100,"Anywhere","0.02",1,"",-39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","590","480","590","590","590","720","880","590","590","590","720","","","","720","590","720","880","880","720","590","720","880","880","1000","880","","","","","","","","","","","","","","","","","","","","","","",2400,1900,2400,2400,2900,2900,2400,1900,1900,2400,2400,1900,2400,1900,1900,1900,1900,2400,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,2400,1900,1600,1900,1900,1600,1600,1300,1300,1300,1300,1600,1600,1300,1000,1300,1000,1000
"рак знак зодиака совместимость",150,150,140,150,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","260","210","320","320","210","210","390","480","170","170","390","390","","260","390","480","480","260","210","320","320","320","320","170","320","260","320","320","390","390","260","260","260","50","","","","","","","","","","","","","","","","","","","","","","","","",720,480,590,480,590,480,480,320,320,390,390,390,390,320,390,260,390,390,480,260,210,260,260,260,320,260,260,210,210,210,260,210,170,210,210,170,170,140,170,140,140,210,170,140,110,170,140,140
"рак знак зодиака числа",300,280,190,130,"Anywhere","",0,"",-82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","10","10","10","10","10","20","10","20","10","30","40","30","30","20","40","40","50","70","30","30","","","","","","","","","","","","","","","","","","","","","",480,390,390,390,2900,4400,2400,1300,1300,1300,1000,590,880,720,720,1000,2400,5400,1900,880,1300,1600,880,880,880,880,880,880,1000,2900,1600,1000,1300,720,720,480,480,320,390,320,390,590,390,210,170,140,170,90
"рак зодиак",1200,1100,1100,1000,"Anywhere","1.01",0,"",-17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","1900","1900","1300","1000","1300","1300","1600","3600","2400","2400","2400","1600","2400","2900","1900","1900","2400","1900","1900","2900","2400","","","","","","","","","","","","","","","","","","","","","","",1300,1000,1000,1000,1300,1900,1600,1000,880,1000,880,1000,1000,1000,1000,1000,1300,1900,1600,880,1000,1000,1000,1300,1600,1300,1300,1300,1300,2400,1900,1000,1000,1300,1300,1300,1300,1000,1300,1000,1300,1900,1600,1000,1000,1000,1000,1000
"рак и близнецы",330,320,300,300,"Anywhere","",0,"",-46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,1000,1000,1000,1000,1000,880,720,720,880,720,720,880,590,590,590,590,720,590,590,480,590,590,590,590,590,480,480,590,590,590,480,590,590,480,480,480,390,320,320,320,390,320,320,260,320,320,260
"рак и близнецы совместимость",2100,2000,1900,1900,"Anywhere","",0,"",-30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,880,1000,1300,1600,1600,1900,1900,1900,1900,1900,1900,2900,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,2400,2900,2400,2400,1900,1900,2400,2400,1900,1900,1900,1900,1900
"рак и близнецы совместимость в процентах",40,40,40,50,"Anywhere","",0,"",-26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1900,1600,1900,1600,1600,1600,1600,1600,1300,1600,1600,1300,880,720,720,720,590,590,480,390,390,390,390,390,480,320,320,390,260,170,110,140,70,70,50,70,70,50,50,50,50,30,30,30,20,50,70,40
"рак и весы",450,430,430,420,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,720,720,720,720,880,880,720,880,880,720,720,880,720,720,720,720,720,720,720,720,720,590,590,720,720,590,590,720,720,720,590,590,720,590,590,590,480,480,390,390,480,480,390,480,480,390,390
"рак и весы совместимость",2100,2000,2000,2000,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2900,3600,2900,3600,3600,3600,3600,3600,3600,3600,2900,3600,2900,2900,3600,2900,2900,3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,3600,2900,2900,2900,2400,2400,2900,1900,2400,1900,1900,2400,2400,1900,1900,2400,1900,1900
"рак и весы совместимость в процентах",80,80,70,80,"Anywhere","",2,"",-47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",390,390,390,390,390,320,390,320,390,390,390,320,390,390,320,390,390,390,390,390,320,390,390,320,480,480,390,320,320,320,260,170,170,170,90,70,90,70,90,90,90,90,50,90,70,90,70,90
"рак и водолей совместимость",2200,2100,2100,1900,"Anywhere","",0,"",-26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,880,1000,1000,880,880,880,1000,1000,1300,1000,1000,1300,1000,1300,1000,1600,1600,1900,1900,1600,1900,1900,1900,2900,2400,2900,2400,2900,2900,2900,2400,2400,2900,2400,2400,2900,2400,2400,1900,1900,2400,2900,2400,1900,1900,1900,1900
"рак и водолей совместимость в процентах",80,70,70,70,"Anywhere","",0,"",-71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,1600,1900,1900,1900,1600,1900,1900,1900,2400,1900,1900,2400,1900,1900,1900,1600,1900,1900,1600,1600,1600,1600,880,590,480,480,390,390,390,320,260,260,260,210,140,140,70,70,90,70,110,70,70,70,70,70,90
"рак и дева совместимость",2200,2100,2000,1900,"Anywhere","0.02",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","4400","3600","4400","3600","3600","3600","4400","4400","4400","4400","3600","",4400,2900,3600,3600,3600,3600,4400,3600,3600,3600,3600,3600,4400,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,2900,3600,2900,2900,2900,2900,2900,3600,2900,2900,2900,2900,2400,2900,2400,2400,1900,2400,2400,2400,2400,1900,1900,1900,1900
"рак и дева совместимость в процентах",80,80,80,80,"Anywhere","",0,"",-55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,390,390,320,320,390,390,320,480,320,390,390,320,320,320,390,390,390,390,320,320,320,320,390,260,140,140,170,210,260,210,210,210,140,70,140,110,70,70,70,70,90,90,90,70,90,90
"рак и козерог",360,350,330,340,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,590,590,720,720,720,720,590,720,720,590,720,590,590,590,590,590,590,590,480,590,590,590,720,590,590,590,590,590,480,480,480,480,480,480,480,480,390,320,320,390,320,320,320,320,320,390
"рак и козерог совместимость",2000,1900,1900,1900,"Anywhere","",0,"",-30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2900,2900,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,2900,2900,2900,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,2900,2900,2400,2900,2900,2400,2900,1900,1900,1900,1900,1900,2400,1900,1900,1900,1900,1900
"рак и козерог совместимость в процентах",90,90,90,90,"Anywhere","",0,"",-17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,480,480,390,390,320,390,390,320,390,390,320,390,390,390,480,390,390,320,390,320,320,320,260,210,170,170,170,170,210,140,90,70,90,140,110,140,90,90,90,110,90,110,90,70,90,90,90
"рак и лев",390,380,360,300,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","1000","880","880","1000","1000","1000","1000","880","880","1000","880","1000","1000","880","880","880","880","880","1000","880","720","880","1000","1000","1000","720","","1300","1300","1000","1300","1000","880","1000","1300","1000","1300","1300","1300","1300","1300","1300","1600","1300","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,720,720,720,720,720,720,720,720,720,720,720,590,590,590,720,720,720,590,590,590,480,480,590,590,590,590,590,590,720,590,480,480,480,480,480,390,390,480,390,390,480,390,390,260,320,320
"рак и лев совместимость",2200,2100,2000,1900,"Anywhere","",0,"",-34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","4400","3600","3600","4400","4400","4400","5400","4400","3600","4400","4400","",4400,2900,3600,3600,3600,3600,4400,4400,3600,3600,3600,3600,4400,3600,3600,3600,3600,3600,4400,3600,3600,3600,3600,2900,3600,2900,2900,3600,3600,3600,3600,3600,2900,2900,2900,2400,2900,2400,2400,1900,2400,2400,2400,2400,1900,1900,1900,1900
"рак и лев совместимость в процентах",40,40,40,40,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",480,320,320,390,390,320,390,390,320,390,390,320,390,320,390,390,320,320,320,320,260,320,320,260,320,260,260,170,110,110,90,90,50,70,50,40,70,40,40,40,50,50,40,30,40,40,50,50
"рак и овен",420,400,370,390,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","1300","880","880","880","880","880","1000","880","880","880","880","1000","1300","880","880","880","","","","","","","","","","","","1300","1300","1000","1300","1300","1300","1600","1600","1600","1600","1600","1600","1600","1600","1600","1900","1600","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","",880,720,880,720,880,880,880,720,720,720,880,720,880,720,880,720,720,720,720,720,590,590,590,590,720,720,720,720,720,720,720,590,590,590,590,590,590,480,480,480,390,390,390,390,320,390,390,390
"рак и овен совместимость",1900,1800,1800,1800,"Anywhere","",0,"",-30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2900,3600,2900,2900,2900,3600,2900,2900,3600,3600,2900,3600,2900,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2400,1900,1900,1900,1900,1900,2400,1900,1600,1900,1900,1600
"рак и рак совместимость",1100,1000,1000,1000,"Anywhere","",0,"",-33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2400,1900,2400,2400,2400,2400,2400,2400,1900,2400,2400,2400,2400,1900,2400,2400,2400,2400,2400,1900,1900,1900,1900,1600,1900,1600,1900,1900,1900,1900,1900,1600,1600,1600,1300,1300,1600,1300,1000,1000,1000,1000,1300,1000,1000,1000,1000,1000
"рак и рыба совместимость",1700,1700,1700,1700,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2900,3600,2900,3600,2900,3600,3600,2900,3600,3600,2900,3600,2900,3600,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,2900,2900,2400,2900,2900,2400,2400,2400,2400,2400,2400,1900,1900,1600,1600,1900,1900,1600,1600,1900,1600,1600
"рак и рыбы",340,320,320,300,"Anywhere","",0,"",-37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720,590,720,720,720,720,720,720,720,720,720,590,720,590,720,720,720,590,720,590,590,590,480,590,590,590,590,590,590,590,590,480,480,480,480,480,480,390,390,320,260,320,390,320,320,320,260,320
"рак и скорпион",700,680,630,590,"Anywhere","",0,"",-39,"","","","","","","","","","","","","","2400","2400","2400","1900","2400","2400","2400","2400","2400","2400","2400","2400","2400","1900","2400","2400","2400","2400","2900","2400","2400","2900","2900","2400","2900","2400","2400","2400","2900","2900","2900","2900","2900","2900","2900","2900","3600","2900","2900","2900","2900","2900","3600","2900","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","",2900,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,1900,1600,1900,1900,1600,1900,1600,1600,1600,1600,1600,1300,1300,1000,1000,1000,880,1000,1000,880,880,1000,1000,880,880,720,720,720,720,880,720,720,590,590,590,590
"рак и скорпион совместимость",2400,2400,2400,2200,"Anywhere","",0,"",-17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1300,1000,1000,1000,1000,1300,1600,1300,1300,1600,1600,1300,1600,1300,1600,1600,1600,1600,1600,1600,1300,1600,1300,1600,2400,2900,2900,2900,2900,2900,3600,2900,2900,2900,2900,2900,2900,2400,2400,2400,2400,2400,2900,2400,2400,2400,2400,1900
"рак и скорпион совместимость в процентах",80,70,40,40,"Anywhere","",1,"",-78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1900,1300,1600,1600,1900,1600,1900,1600,1600,1900,1900,1600,1900,1600,1900,1900,1900,1900,1900,1900,1900,1900,1900,1600,1000,590,480,480,390,320,320,320,210,170,210,140,170,140,140,110,110,70,50,50,50,40,40,50
"рак и стрелец",430,420,370,390,"Anywhere","",0,"",-42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1900,1600,1600,1600,1600,1600,1600,1300,1300,1300,1300,1000,1300,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,880,880,720,720,720,720,720,590,590,590,720,590,590,480,480,480,480,480,390,390,320,390,390,390
"рак и стрелец совместимость",1900,1900,1900,1900,"Anywhere","",0,"",-26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1600,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1000,1000,1300,1300,1300,1600,1900,1900,1900,2900,2400,2400,2900,2400,2400,2400,1900,1900,1900,1900,1900,2400,1900,1900,1900,1900,1900
"рак и телец",370,360,320,300,"Anywhere","",0,"",-37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1000,880,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,880,880,720,880,720,720,720,880,720,720,720,590,880,720,590,480,720,590,480,480,480,480,480,390,480,390,390,390,390,320,320,320,260,320
